page,   sura,   ayah,   prev_slot,  fixed_slot, diff,   win_l,  win_r,  sil_start,  sil_end,    sil_dur,    is_last
331,    21,     111,    1649678,    1649145,    533,    1500,   1000,   1648620,    1649671,    1051,       0
